student_id,course_id,semester,grade
21000007,36,8,A
22000002,46,1,B
22000002,15,1,C
22000002,45,1,A
22000002,10,2,B
22000002,13,2,A
22000002,22,2,B
22000002,17,3,B
22000002,26,3,B
22000002,30,3,A
22000002,14,4,B
22000002,29,4,B
22000002,25,4,A
22000002,42,5,A
22000002,11,5,B
22000002,50,5,A
22000002,38,6,B
22000002,1,6,C
22000002,5,6,B
23000004,44,1,B
23000004,48,1,B
23000004,19,1,A
23000004,35,1,B
23000004,29,2,C
23000004,43,2,C
23000004,1,3,B
23000004,10,3,C
23000004,31,3,C
23000004,42,4,B
23000004,25,4,A
23000004,32,4,B
23000004,39,4,A
21000008,26,1,F
21000008,42,1,F
21000008,39,1,A
21000008,29,2,F
21000008,45,2,A
21000008,11,2,B
21000008,43,2,C
21000008,47,3,C
21000008,27,3,F
21000008,32,3,C
21000008,10,3,B
21000008,25,4,F
21000008,15,4,B
21000008,46,4,D
21000008,21,4,D
21000008,40,5,B
21000008,33,5,C
21000008,22,5,C
21000008,18,5,B
21000008,24,6,C
21000008,41,6,A
21000008,49,6,A
21000008,37,7,B
21000008,50,7,B
21000008,4,7,C
21000008,14,7,A
21000008,44,8,A
21000008,36,8,A
21000008,12,8,A
21000008,17,8,B
22000003,2,1,B
22000003,10,1,B
22000003,23,1,D
22000003,29,1,A
22000003,17,2,B
22000003,6,2,A
22000003,28,2,F
22000003,43,2,C
22000003,15,3,A
22000003,20,3,C
22000003,9,3,B
22000003,38,3,C
22000003,22,4,D
22000003,13,4,A
22000003,5,4,A
22000003,25,5,A
22000003,12,5,A
22000003,11,5,B
22000003,26,5,C
22000003,30,6,A
22000003,42,6,C
22000003,50,6,B
22000003,34,6,A
24000005,43,1,A
24000005,31,1,D
24000005,4,1,A
24000005,30,1,B
24000005,32,2,B
24000005,22,2,C
24000005,20,2,C
24000005,45,2,B
23000005,36,1,C
23000005,42,1,C
23000005,19,1,B
23000005,37,1,B
23000005,35,2,A
23000005,11,2,C
23000005,1,2,A
23000005,7,3,A
23000005,31,3,A
23000005,50,3,F
23000005,44,3,D
23000005,12,4,D
23000005,13,4,C
23000005,27,4,B
23000005,3,4,B
22000004,38,1,F
22000004,49,1,F
22000004,32,1,C
22000004,2,1,C
22000004,16,2,B
22000004,24,2,B
22000004,17,2,A
22000004,14,2,B
22000004,40,3,C
22000004,47,3,B
22000004,33,3,D
22000004,35,3,A
22000004,43,4,C
22000004,44,4,C
22000004,10,4,D
22000004,12,4,B
22000004,13,5,F
22000004,8,5,B
22000004,18,5,A
22000004,27,6,A
22000004,46,6,A
24000006,6,1,C
24000006,4,1,F
24000006,48,1,D
24000006,47,1,A
24000006,25,2,C
24000006,14,2,A
24000006,7,2,A
24000006,28,2,C
24000007,45,1,C
24000007,32,1,D
24000007,12,1,A
24000007,20,1,C
24000007,28,2,C
24000007,24,2,B
24000007,6,2,B
23000006,37,1,D
23000006,12,1,B
23000006,20,1,F
23000006,17,1,A
23000006,48,2,F
23000006,2,2,F
23000006,29,2,A
23000006,33,2,F
23000006,30,3,B
23000006,10,3,A
23000006,1,3,B
23000006,15,4,A
23000006,47,4,D
23000006,27,4,B
23000006,28,4,C
23000007,35,1,B
23000007,30,1,B
23000007,45,1,B
23000007,28,1,A
23000007,24,2,B
23000007,32,2,B
23000007,38,2,A
23000007,43,2,F
23000007,23,2,B
23000007,37,3,C
23000007,25,3,D
23000007,36,3,B
23000007,20,3,B
23000007,3,4,B
23000007,19,4,A
23000007,13,4,A
23000007,4,4,A
23000008,21,1,F
23000008,47,1,B
23000008,35,1,B
23000008,28,1,A
23000008,39,2,B
23000008,42,2,B
23000008,5,2,D
23000008,33,2,B
23000008,10,3,C
23000008,45,3,C
23000008,27,3,A
23000008,26,3,C
23000008,25,4,F
23000008,18,4,C
23000008,36,4,B
23000009,48,1,A
23000009,30,1,C
23000009,31,1,A
23000009,28,1,C
23000009,36,2,B
23000009,2,2,D
23000009,49,2,B
23000009,13,2,C
23000009,22,3,A
23000009,19,3,A
23000009,20,3,D
23000009,26,4,F
23000009,1,4,C
23000009,7,4,C
23000009,15,4,B
21000009,18,1,D
21000009,32,1,A
21000009,27,1,C
21000009,46,2,A
21000009,47,2,B
21000009,42,2,B
21000009,1,3,B
21000009,13,3,C
21000009,28,3,B
21000009,34,4,B
21000009,20,4,B
21000009,23,4,A
21000009,3,5,B
21000009,8,5,A
21000009,21,5,B
21000009,39,6,A
21000009,15,6,F
21000009,35,6,A
21000009,5,7,C
21000009,10,7,B
21000009,41,7,C
21000009,36,8,D
24000008,12,1,A
24000008,26,1,A
24000008,48,1,A
24000008,10,1,A
24000008,39,1,B
24000008,42,2,C
24000008,14,2,A
24000008,46,2,B
24000008,38,2,B
24000008,23,2,B
22000005,11,1,B
22000005,18,1,F
22000005,28,1,A
22000005,17,1,C
22000005,30,2,D
22000005,46,2,C
22000005,34,2,D
22000005,47,2,C
22000005,19,3,A
22000005,20,4,B
22000005,12,4,B
22000005,36,4,A
22000005,43,5,A
22000005,49,5,A
22000005,40,6,B
22000005,33,6,B
22000005,4,6,C
22000005,9,6,B
22000006,27,1,D
22000006,5,1,A
22000006,37,1,B
22000006,20,1,A
22000006,36,2,A
22000006,32,2,D
22000006,6,2,D
22000006,28,2,B
22000006,41,3,A
22000006,23,3,A
22000006,29,3,F
22000006,12,3,D
22000006,14,4,B
22000006,43,4,A
22000006,48,4,F
22000006,49,5,A
22000006,46,5,F
22000006,21,5,B
22000006,38,5,C
22000006,19,6,C
22000006,44,6,B
22000006,33,6,A
22000006,9,6,A
21000010,27,1,A
21000010,36,1,D
21000010,2,1,B
21000010,9,1,D
21000010,17,2,B
21000010,31,2,C
21000010,21,2,A
21000010,32,2,F
21000010,19,3,C
21000010,13,3,B
21000010,4,3,F
21000010,48,3,A
21000010,47,4,B
21000010,22,4,C
21000010,37,4,B
21000010,18,4,C
21000010,44,5,F
21000010,24,5,B
21000010,34,5,C
21000010,35,5,A
21000010,26,6,A
21000010,1,6,F
21000010,42,6,B
21000010,6,6,B
21000010,12,7,F
21000010,15,7,B
21000010,46,7,B
21000010,14,7,B
21000010,49,8,A
21000010,11,8,B
21000011,25,1,C
21000011,8,1,C
21000011,30,1,A
21000011,43,1,A
21000011,23,2,C
21000011,20,2,C
21000011,42,2,C
21000011,10,2,B
21000011,27,3,A
21000011,32,3,A
21000011,14,3,A
21000011,36,4,B
21000011,4,4,A
21000011,28,4,A
21000011,26,4,A
21000011,37,5,B
21000011,34,5,B
21000011,44,5,B
21000011,29,5,A
21000011,22,6,B
21000011,16,6,A
21000011,12,6,B
21000011,39,6,A
21000011,33,7,B
21000011,24,7,A
21000011,21,7,B
21000011,19,7,A
21000011,17,8,D
21000011,40,8,D
21000011,48,8,F
21000011,6,8,B
22000007,21,1,A
22000007,45,1,B
22000007,27,1,A
22000007,1,1,B
22000007,36,2,B
22000007,31,2,A
22000007,42,2,B
22000007,11,2,B
22000007,46,3,B
22000007,50,3,A
22000007,19,3,A
22000007,7,3,A
22000007,35,4,C
22000007,33,4,B
22000007,25,4,A
22000007,44,4,A
22000007,43,5,A
22000007,41,5,F
22000007,17,5,A
22000007,3,6,B
22000007,12,6,C
22000007,38,6,A
22000007,40,6,A
23000010,43,1,C
23000010,50,1,D
23000010,20,1,F
23000010,38,2,A
23000010,23,2,B
23000010,37,2,F
23000010,13,3,A
23000010,26,3,A
23000010,27,3,F
23000010,44,4,F
23000010,11,4,A
23000010,1,4,C
22000008,37,1,B
22000008,30,1,B
22000008,44,1,A
22000008,23,2,B
22000008,22,2,C
22000008,21,2,B
22000008,25,3,A
22000008,32,3,B
22000008,39,3,B
22000008,45,4,B
22000008,36,4,C
22000008,6,4,B
22000008,34,5,F
22000008,29,5,B
22000008,48,5,C
22000008,26,6,B
22000008,9,6,A
22000008,43,6,C
24000009,36,1,C
24000009,5,1,C
24000009,12,1,B
24000009,33,1,B
24000009,16,2,C
24000009,37,2,A
24000009,8,2,C
24000009,2,2,C
24000010,27,1,C
24000010,42,1,A
24000010,11,1,F
24000010,46,1,B
24000010,33,2,B
24000010,7,2,B
24000010,35,2,F
24000010,37,2,C
23000011,34,1,B
23000011,49,1,C
23000011,10,1,B
23000011,30,1,D
23000011,25,2,B
23000011,5,2,C
23000011,8,2,A
23000011,2,2,C
23000011,21,3,C
23000011,18,3,B
23000011,47,3,C
23000011,33,3,A
23000011,31,4,F
23000011,17,4,C
23000011,22,4,B
23000011,46,4,C
24000011,8,1,F
24000011,47,1,B
24000011,6,1,A
24000011,9,1,A
24000011,4,1,B
24000011,30,2,B
24000011,49,2,C
24000011,33,2,B
24000011,35,2,B
24000011,37,2,B
21000012,46,1,C
21000012,11,1,C
21000012,31,1,B
21000012,39,1,B
21000012,22,2,A
21000012,47,2,A
21000012,6,2,B
21000012,41,2,F
21000012,24,3,A
21000012,38,3,F
21000012,45,3,A
21000012,49,3,A
21000012,26,4,B
21000012,43,4,A
21000012,29,5,B
21000012,40,6,B
21000012,33,6,B
21000012,50,6,C
21000012,8,6,A
21000012,2,7,A
21000012,18,8,C
21000012,35,8,A
21000012,30,8,C
21000012,25,8,B
23000012,47,1,C
23000012,3,1,A
23000012,45,2,F
23000012,33,2,A
23000012,18,2,A
23000012,13,2,A
23000012,37,2,B
23000012,8,3,F
23000012,14,3,A
23000012,5,3,B
23000012,23,3,A
23000012,40,3,C
23000012,44,4,B
23000012,36,4,A
23000012,46,4,B
23000012,31,4,A
23000012,25,4,B
23000013,39,1,B
23000013,17,1,C
23000013,45,1,A
23000013,12,1,C
23000013,3,2,C
23000013,21,2,A
23000013,4,2,A
23000013,26,2,D
23000013,16,3,A
23000013,13,3,B
23000013,6,3,B
23000013,2,3,A
23000013,5,4,D
23000013,37,4,B
23000013,18,4,C
23000013,42,4,B
21000013,37,1,C
21000013,24,1,C
21000013,14,1,B
21000013,1,2,D
21000013,50,2,C
21000013,5,2,C
21000013,42,3,C
21000013,19,3,A
21000013,13,3,B
21000013,9,4,A
21000013,27,4,A
21000013,44,4,A
21000013,23,5,A
21000013,29,5,A
21000013,6,5,C
21000013,28,6,B
21000013,17,6,B
21000013,43,6,A
21000013,35,7,B
21000013,26,7,A
21000013,30,7,B
21000013,46,8,C
21000013,45,8,B
21000013,7,8,F
23000014,40,1,B
23000014,43,1,B
23000014,27,1,A
23000014,50,2,B
23000014,29,2,B
23000014,22,2,A
23000014,12,3,B
23000014,49,3,A
23000014,36,3,A
23000014,26,4,C
23000014,17,4,F
23000014,14,4,B
21000014,32,1,B
21000014,3,1,C
21000014,19,1,B
21000014,15,1,D
21000014,38,2,B
21000014,1,2,A
21000014,29,2,A
21000014,6,2,C
21000014,4,3,A
21000014,16,3,A
21000014,14,3,B
21000014,13,3,A
21000014,41,4,B
21000014,48,4,C
21000014,10,4,C
21000014,45,4,B
21000014,39,5,A
21000014,5,5,A
21000014,31,5,C
21000014,12,5,C
21000014,33,6,B
21000014,9,6,C
21000014,24,7,A
21000014,18,7,C
21000014,17,7,B
21000014,43,7,F
21000014,28,8,A
21000014,20,8,C
21000014,23,8,C
21000014,37,8,A
22000009,11,1,F
22000009,3,1,B
22000009,8,1,B
22000009,36,1,C
22000009,35,2,B
22000009,20,2,F
22000009,29,2,C
22000009,24,2,A
22000009,40,3,C
22000009,14,3,B
22000009,32,3,B
22000009,7,3,C
22000009,25,4,C
22000009,10,4,A
22000009,43,4,A
22000009,28,4,A
22000009,38,5,A
22000009,1,5,A
22000009,47,5,B
22000009,13,5,A
22000009,4,6,B
22000009,15,6,A
22000009,9,6,C
22000009,22,6,A
23000015,17,1,A
23000015,16,1,D
23000015,10,1,F
23000015,42,1,C
23000015,36,1,A
23000015,38,2,F
23000015,40,2,C
23000015,31,2,D
23000015,47,3,F
23000015,39,3,D
23000015,33,3,A
23000015,5,3,D
23000015,21,3,A
23000015,28,4,C
23000015,2,4,C
23000015,49,4,C
24000012,11,1,C
24000012,14,1,B
24000012,47,1,B
24000012,46,1,A
24000012,4,1,B
24000012,22,2,B
24000012,12,2,C
24000012,50,2,D
24000012,2,2,A
24000012,37,2,B
23000016,22,1,A
23000016,14,1,F
23000016,12,1,B
23000016,18,1,F
23000016,32,2,B
23000016,30,2,A
23000016,31,2,C
23000016,17,2,C
23000016,15,3,C
23000016,4,3,B
23000016,28,3,C
23000016,42,3,B
23000016,35,4,A
23000016,33,4,B
23000016,5,4,A
23000016,16,4,B
23000017,42,1,A
23000017,24,1,A
23000017,48,1,D
23000017,11,1,B
23000017,36,2,B
23000017,47,2,B
23000017,38,2,B
23000017,39,2,B
23000017,45,3,C
23000017,29,3,A
23000017,12,3,A
23000017,40,4,C
23000017,49,4,B
23000017,14,4,A
23000017,3,4,D
22000010,40,1,B
22000010,17,1,A
22000010,3,1,F
22000010,34,2,A
22000010,47,2,C
22000010,48,2,A
22000010,21,3,C
22000010,50,3,A
22000010,49,3,F
22000010,22,4,A
22000010,29,4,C
22000010,19,4,A
22000010,46,5,B
22000010,8,5,D
22000010,14,5,A
22000010,18,6,B
22000010,26,6,A
21000015,30,1,C
21000015,16,1,A
21000015,40,1,C
21000015,35,1,C
21000015,2,2,A
21000015,48,2,B
21000015,38,2,A
21000015,44,2,A
21000015,17,3,C
21000015,5,3,A
21000015,8,3,C
21000015,31,3,C
21000015,29,4,F
21000015,36,4,B
21000015,20,4,A
21000015,14,5,A
21000015,49,5,B
21000015,32,5,C
21000015,37,5,A
21000015,24,6,A
21000015,43,6,D
21000015,28,6,A
21000015,26,7,C
21000015,12,7,C
21000015,33,7,A
21000015,42,8,F
24000013,21,1,A
24000013,48,1,B
24000013,35,1,A
24000013,25,1,C
24000013,18,2,B
24000013,44,2,C
24000013,13,2,C
24000013,41,2,A
21000016,36,1,B
21000016,47,1,C
21000016,44,1,D
21000016,31,1,A
21000016,46,1,A
21000016,40,2,C
21000016,41,2,C
21000016,23,2,B
21000016,5,2,F
21000016,35,2,B
21000016,50,3,A
21000016,49,3,A
21000016,39,3,A
21000016,29,3,B
21000016,27,3,B
21000016,45,4,B
21000016,42,5,C
21000016,32,5,C
21000016,21,5,C
21000016,17,5,C
21000016,26,6,A
21000016,1,6,B
21000016,24,6,B
21000016,3,6,C
21000016,12,6,A
21000016,15,7,A
21000016,9,7,D
21000016,16,8,F
21000016,2,8,B
21000016,14,8,A
22000011,19,1,B
22000011,26,1,C
22000011,43,1,B
22000011,4,1,F
22000011,30,2,F
22000011,20,2,F
22000011,3,2,A
22000011,48,2,D
22000011,21,3,B
22000011,2,3,B
22000011,47,3,C
22000011,32,3,C
22000011,49,4,F
22000011,12,4,C
22000011,17,4,A
22000011,46,5,A
22000011,45,5,A
22000011,22,5,A
22000011,10,5,A
22000011,37,6,C
22000011,50,6,B
22000011,13,6,B
23000018,24,1,B
23000018,41,1,B
23000018,6,1,C
23000018,49,1,A
23000018,26,2,B
23000018,30,2,C
23000018,46,2,A
23000018,36,2,B
23000018,44,3,B
23000018,50,3,A
23000018,35,3,C
23000018,10,3,B
23000018,47,4,B
23000018,39,4,C
23000019,49,1,D
23000019,38,1,C
23000019,14,2,A
23000019,5,2,C
23000019,50,2,C
23000019,9,3,D
23000019,27,3,A
23000019,40,3,A
23000019,8,3,B
23000019,46,4,B
23000019,30,4,B
23000019,4,4,A
23000019,47,4,C
21000017,41,1,C
21000017,7,1,A
21000017,35,1,C
21000017,43,2,C
21000017,28,2,A
21000017,33,2,F
21000017,44,3,B
21000017,49,3,C
21000017,50,3,C
21000017,46,4,A
21000017,40,4,A
21000017,13,4,C
21000017,29,5,A
21000017,20,5,D
21000017,9,5,C
21000017,21,6,A
21000017,36,6,C
21000017,45,6,A
21000017,14,7,A
21000017,18,7,C
21000017,1,7,B
21000017,11,8,A
21000017,24,8,B
21000017,48,8,A
22000012,20,1,B
22000012,46,1,B
22000012,10,1,B
22000012,16,1,A
22000012,47,1,A
22000012,24,2,B
22000012,2,2,C
22000012,14,2,A
22000012,26,2,B
22000012,30,2,A
22000012,23,3,D
22000012,3,3,A
22000012,25,3,B
22000012,11,3,B
22000012,38,3,A
22000012,50,4,F
22000012,19,4,D
22000012,9,4,B
22000012,41,4,D
22000012,29,4,C
22000012,40,5,B
22000012,42,5,A
22000012,36,5,B
22000012,33,5,C
22000012,45,6,A
22000012,27,6,A
22000012,39,6,B
22000013,50,1,B
22000013,31,1,D
22000013,22,1,A
22000013,5,1,C
22000013,23,2,F
22000013,21,2,F
22000013,1,2,A
22000013,29,2,B
22000013,48,3,A
22000013,11,3,D
22000013,9,3,B
22000013,15,3,B
22000013,33,4,A
22000013,38,4,A
22000013,49,4,B
22000013,26,4,A
22000013,35,5,B
22000013,12,5,B
22000013,2,5,B
22000013,17,5,B
22000013,46,6,C
22000013,41,6,A
22000013,40,6,D
22000013,34,6,C
22000014,35,1,A
22000014,1,1,A
22000014,20,1,B
22000014,37,1,A
22000014,3,2,B
22000014,17,2,D
22000014,49,2,D
22000014,32,2,F
22000014,23,3,A
22000014,10,3,C
22000014,44,3,D
22000014,38,3,C
22000014,24,4,A
22000014,8,4,B
22000014,47,4,A
22000014,34,4,B
22000014,26,5,A
22000014,25,5,F
22000014,40,5,C
22000014,46,5,A
22000014,11,6,F
22000014,36,6,D
22000014,7,6,B
22000014,29,6,C
24000014,6,1,B
24000014,5,1,F
24000014,31,1,A
24000014,17,2,A
24000014,25,2,A
24000014,40,2,C
21000018,47,1,A
21000018,20,1,B
21000018,14,1,B
21000018,26,1,F
21000018,34,2,A
21000018,15,2,A
21000018,22,2,B
21000018,41,2,C
21000018,48,3,C
21000018,42,3,C
21000018,9,3,A
21000018,44,3,A
21000018,21,4,A
21000018,32,4,A
21000018,43,4,C
21000018,46,4,B
21000018,19,5,A
21000018,11,5,A
21000018,49,5,B
21000018,1,6,B
21000018,30,6,B
21000018,8,6,F
21000018,23,6,A
21000018,29,7,A
21000018,2,7,A
21000018,36,8,A
21000018,4,8,A
21000018,37,8,C
21000018,10,8,C
21000019,8,1,C
21000019,16,1,A
21000019,43,1,D
21000019,22,2,B
21000019,24,2,A
21000019,26,2,A
21000019,5,3,B
21000019,41,3,B
21000019,10,3,C
21000019,21,4,A
21000019,38,4,F
21000019,17,4,A
21000019,50,5,B
21000019,46,5,B
21000019,40,5,C
21000019,37,6,A
21000019,30,6,B
21000019,12,6,C
21000019,42,7,A
21000019,1,7,A
21000019,31,7,C
21000019,6,8,F
21000019,32,8,A
21000019,27,8,C
21000020,23,1,B
21000020,5,1,C
21000020,41,1,C
21000020,29,1,C
21000020,28,2,A
21000020,32,2,C
21000020,4,2,A
21000020,16,2,A
21000020,39,3,D
21000020,30,3,B
21000020,48,3,A
21000020,22,4,D
21000020,25,4,C
21000020,24,4,B
21000020,2,4,A
21000020,6,5,B
21000020,47,5,A
21000020,46,5,B
21000020,27,6,C
21000020,45,6,B
21000020,26,6,A
21000020,9,6,C
21000020,37,7,A
21000020,42,7,A
21000021,2,1,A
21000021,36,1,A
21000021,11,1,D
21000021,38,1,A
21000021,3,2,C
21000021,50,2,A
21000021,15,2,B
21000021,25,2,B
21000021,26,3,B
21000021,45,3,A
21000021,22,3,A
21000021,34,4,A
21000021,21,4,A
21000021,41,4,D
21000021,49,4,B
21000021,29,5,B
21000021,39,5,C
21000021,42,5,C
21000021,31,6,F
21000021,6,6,C
21000021,13,6,B
21000021,20,6,B
21000021,47,7,B
21000021,35,7,D
21000021,32,7,B
21000021,18,7,B
21000021,23,8,A
21000021,48,8,A
21000021,37,8,A
21000021,30,8,D
23000020,2,1,C
23000020,23,1,A
23000020,25,1,F
23000020,29,1,B
23000020,41,1,C
23000020,20,2,F
23000020,26,2,F
23000020,45,2,A
23000020,15,2,C
23000020,47,2,A
23000020,4,3,C
23000020,30,3,D
23000020,48,3,A
23000020,9,3,F
23000020,28,3,A
23000020,19,4,D
23000020,37,4,C
23000020,5,4,B
23000020,10,4,C
23000020,14,4,D
22000015,25,1,A
22000015,8,1,C
22000015,43,1,C
22000015,50,2,C
22000015,16,2,D
22000015,45,2,A
22000015,29,3,C
22000015,21,3,F
22000015,31,3,B
22000015,17,4,B
22000015,47,4,A
22000015,37,4,F
22000015,20,5,D
22000015,34,5,B
22000015,44,5,A
22000015,49,6,B
22000015,14,6,A
22000015,27,6,A
24000015,6,1,A
24000015,40,1,B
24000015,27,1,A
24000015,2,1,D
24000015,30,2,A
24000015,47,2,A
24000015,21,2,C
24000015,49,2,D
22000016,19,1,D
22000016,18,1,B
22000016,38,1,A
22000016,32,1,C
22000016,20,2,D
22000016,28,2,C
22000016,35,2,D
22000016,30,3,D
22000016,42,3,F
22000016,24,3,B
22000016,40,3,F
22000016,49,4,B
22000016,10,4,A
22000016,25,4,A
22000016,14,5,A
22000016,48,5,A
22000016,7,5,F
22000016,31,5,C
22000016,15,6,F
22000016,50,6,B
22000017,6,1,A
22000017,14,1,F
22000017,23,1,C
22000017,35,1,F
22000017,9,2,C
22000017,50,2,A
22000017,15,2,C
22000017,30,2,A
22000017,28,3,A
22000017,47,3,C
22000017,36,3,A
22000017,3,3,C
22000017,27,4,F
22000017,43,4,F
22000017,46,4,B
22000017,26,4,F
22000017,24,5,F
22000017,29,5,A
22000017,5,5,B
22000017,25,5,F
22000017,38,6,F
22000017,8,6,A
22000017,20,6,B
22000017,32,6,F
24000016,40,1,A
24000016,47,1,C
24000016,48,1,A
24000016,8,2,F
24000016,15,2,A
24000016,38,2,D
24000017,41,1,A
24000017,31,1,C
24000017,11,1,C
24000017,50,1,D
24000017,23,2,B
24000017,29,2,A
24000017,28,2,A
24000017,26,2,A
21000022,6,1,A
21000022,23,1,A
21000022,9,1,A
21000022,43,2,B
21000022,15,2,C
21000022,50,2,F
21000022,8,3,D
21000022,24,3,B
21000022,41,3,B
21000022,29,4,B
21000022,19,4,A
21000022,31,4,B
21000022,18,5,D
21000022,34,5,C
21000022,2,5,C
